	Unnamed: 0	study	output_type	pk	measurement_type	allowed_users	interventions	raw_pk	access	substance	tissue	unit	calculated	individual_pk	individual_name	value	group_pk	group_name	group_count	mean	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	choice	raw_pk_intervention	allowed_users_intervention	measurement_type_intervention	access_intervention	route	substance_intervention	unit_intervention	value_intervention	application	time_intervention	time_unit_intervention	form	choice_intervention	min_intervention	max_intervention	se_intervention	sd_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('age', 'median')	('smoking', 'choice')	('smoking', 'count')	('medication', 'choice')	('medication', 'count')	('medication', 'substance')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('weight', 'median')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('overnight fast', 'choice')	('overnight fast', 'count')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('general', 'group_count')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('bmi', 'value')	('bmi', 'median')	('bmi', 'se')	('fasting (duration)', 'count')	('fasting (duration)', 'mean')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('fasting (duration)', 'max')	('cyp2d6 genotype', 'choice')	('cyp2d6 genotype', 'count')	('disease', 'choice')	('disease', 'count')	('disease', 'max')	('disease', 'mean')	('disease', 'min')	('disease', 'sd')	('disease', 'unit')	('disease', 'se')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('concentration', 'max')	('concentration', 'mean')	('concentration', 'sd')	('concentration', 'se')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('smoking amount (cigarettes)', 'sd')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('liver function test', 'choice')	('liver function test', 'count')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'unit')	('height', 'value')	('height', 'sd')	('height', 'se')	('consumption', 'count')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'substance')	('consumption', 'unit')	('consumption', 'value')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('smoking duration', 'count')	('smoking duration', 'mean')	('smoking duration', 'min')	('smoking duration', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('obesity index', 'value')	('obesity index', 'mean')	('obesity index', 'sd')	('obesity index', 'se')	('clearance', 'count')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('clearance', 'max')	('clearance', 'mean')	('clearance', 'min')	('clearance', 'sd')	('alcohol', 'choice')	('alcohol', 'count')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('cyp2d6 phenotype', 'choice')	('cyp2d6 phenotype', 'count')	('abstinence smoking', 'count')	('abstinence smoking', 'mean')	('abstinence smoking', 'unit')	('abstinence smoking', 'min')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('hba1c', 'count')	('hba1c', 'max')	('hba1c', 'mean')	('hba1c', 'min')	('hba1c', 'sd')	('hba1c', 'se')	('hba1c', 'unit')	('fasting', 'choice')	('fasting', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('alcohol amount', 'count')	('alcohol amount', 'min')	('alcohol amount', 'unit')	('kidney function test', 'choice')	('kidney function test', 'count')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('body fat percentage', 'count')	('body fat percentage', 'mean')	('body fat percentage', 'sd')	('body fat percentage', 'se')	('body fat percentage', 'unit')	('muscle weight', 'count')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'unit')	('lean body mass', 'count')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'unit')	('cyp2d6 variant', 'choice')	('cyp2d6 variant', 'count')	('fat weight', 'count')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	inferred
0	1121	Beach1986	outputs	9393	vd	[{'username': 'mkoenig'}]	314	9183	public	caffeine	plasma	liter	False	438.0	9	56.5																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	438	Beach1986	9	homo sapiens	21.0	Y	21.0	M	1	10.0	35.0		20.0			yr			N	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
1	1123	Beach1986	outputs	9394	vd	[{'username': 'mkoenig'}]	314	9184	public	caffeine	plasma	liter	False	439.0	10	59.3																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	439	Beach1986	10	homo sapiens	21.0	Y	21.0	M	1	10.0	35.0		20.0			yr			N	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
2	1128	Beach1986	outputs	9405	vd	[{'username': 'mkoenig'}]	314	9195	public	caffeine	plasma	liter	False	440.0	A	95.2																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	440	Beach1986	A	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
3	1134	Beach1986	outputs	9406	vd	[{'username': 'mkoenig'}]	314	9196	public	caffeine	plasma	liter	False	441.0	B	68.4																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	441	Beach1986	B	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
4	1139	Beach1986	outputs	9413	vd	[{'username': 'mkoenig'}]	314	9203	public	caffeine	plasma	liter	False	448.0	I	62.0																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	448	Beach1986	I	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
5	1145	Beach1986	outputs	9414	vd	[{'username': 'mkoenig'}]	314	9204	public	caffeine	plasma	liter	False	449.0	J	53.7																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	449	Beach1986	J	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
6	1149	Beach1986	outputs	9409	vd	[{'username': 'mkoenig'}]	314	9199	public	caffeine	plasma	liter	False	444.0	E	65.2																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	444	Beach1986	E	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
7	1152	Beach1986	outputs	9385	vd	[{'username': 'mkoenig'}]	314	9175	public	caffeine	plasma	liter	False	430.0	1	48.9																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	430	Beach1986	1	homo sapiens	21.0	Y	21.0	M	1	10.0	35.0		20.0			yr			N	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
8	1157	Beach1986	outputs	9391	vd	[{'username': 'mkoenig'}]	314	9181	public	caffeine	plasma	liter	False	436.0	7	50.4																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	436	Beach1986	7	homo sapiens	21.0	Y	21.0	M	1	10.0	35.0		20.0			yr			N	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
9	1162	Beach1986	outputs	9407	vd	[{'username': 'mkoenig'}]	314	9197	public	caffeine	plasma	liter	False	442.0	C	59.0																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	442	Beach1986	C	homo sapiens	21.0	Y	21.0	M	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine		N							Y	21.0	21.0																																																																																																																																																				False
10	1167	Beach1986	outputs	9411	vd	[{'username': 'mkoenig'}]	314	9201	public	caffeine	plasma	liter	False	446.0	G	54.0																	313	[{'username': 'mkoenig'}]	dosing	public	oral	caffeine	gram	0.2	single dose	0.0	hr	solution						individual	446	Beach1986	G	homo sapiens	21.0	Y	21.0	F	1	11.0	35.0		19.0			yr			Y	1	N	21											21			methylxanthine									Y	21.0	21.0																																																																																																																																																				False
