	Unnamed: 0	study	output_type	pk	access	tissue	interventions	raw_pk	measurement_type	allowed_users	substance	unit	calculated	individual_pk	individual_name	value	group_count	group_name	group_pk	mean	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	max	min	median	choice	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	route	unit_intervention	value_intervention	application	time_intervention	time_unit_intervention	form	choice_intervention	sd_intervention	max_intervention	min_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('age', 'median')	('general', 'group_pk')	('general', 'group_count')	('general', 'parent_pk')	('medication', 'choice')	('medication', 'count')	('medication', 'substance')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('smoking', 'choice')	('smoking', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('bmi', 'value')	('bmi', 'median')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('fasting (duration)', 'count')	('fasting (duration)', 'mean')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('height', 'value')	('cyp2d6 genotype', 'choice')	('cyp2d6 genotype', 'count')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('disease', 'mean')	('disease', 'sd')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('concentration', 'mean')	('concentration', 'sd')	('cyp2d6 phenotype', 'choice')	('cyp2d6 phenotype', 'count')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('clearance', 'mean')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'unit')	('kidney function test', 'choice')	('kidney function test', 'count')	('fasting', 'choice')	('fasting', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')	('alcohol amount', 'count')	('alcohol amount', 'max')	('alcohol amount', 'mean')	('alcohol amount', 'min')	('alcohol amount', 'unit')	('hba1c', 'count')	('hba1c', 'mean')	('hba1c', 'sd')	('hba1c', 'unit')	('abstinence smoking', 'count')	('abstinence smoking', 'min')	('abstinence smoking', 'unit')	('cyp2d6 variant', 'choice')	('cyp2d6 variant', 'count')	('consumption', 'count')	('consumption', 'mean')	('consumption', 'sd')	('consumption', 'substance')	('consumption', 'unit')	('circadian status', 'choice')	('circadian status', 'count')	('abstinence oral contraceptives', 'count')	('abstinence oral contraceptives', 'min')	('abstinence oral contraceptives', 'unit')	inferred
0	4378	Abernethy1982	outputs	32717	public	plasma	930	32709	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True	3722.0	indiviual2	0.00503					1782.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	929	paracetamol	iv	gram	0.65	single dose	0.0	min	solution					individual	3722	Abernethy1982	indiviual2	homo sapiens	42.0	M	1	Y	42.0	1.0						yr	24.0		396.0						10.0	87.0	71.0		59.0			kilogram						('Y', 'N')	(3, 7)																																																																											normal	21.0	21.0	112.0		percent																																														False
1	4388	Abernethy1982	outputs	32729	public	plasma	930	32723	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True	3723.0	indiviual3	0.00374					1783.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	929	paracetamol	iv	gram	0.65	single dose	0.0	min	solution					individual	3723	Abernethy1982	indiviual3	homo sapiens	42.0	M	1	Y	42.0	1.0						yr	33.0		396.0						10.0	87.0	71.0		59.0			kilogram						('Y', 'N')	(3, 7)																																																																											normal	21.0	21.0	112.0		percent																																														False
2	4394	Abernethy1982	outputs	32745	public	plasma	930	32737	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True	3724.0	indiviual4	0.00509					1784.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	929	paracetamol	iv	gram	0.65	single dose	0.0	min	solution					individual	3724	Abernethy1982	indiviual4	homo sapiens	42.0	M	1	Y	42.0	1.0						yr	36.0		393.0						7.0	197.0	135.0		92.0			kilogram						('Y', 'N')	(3, 4)																																																																											obese	21.0	21.0		133.0	percent																																														False
3	4466	Abernethy1982a	outputs	32837	public	plasma	932	32829	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True	3767.0	Individual1	0.006670000000000001					1787.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	931	paracetamol	iv	gram	0.65	constant infusion	0.0	min	solution					individual	3767	Abernethy1982a	Individual1	homo sapiens	16.0	F	16			8.0	36.0	25.9	21.0		1.7	yr			399.0			N	16		8.0	77.0	58.3		48.0		3.6	kilogram				('caucasian', 'african')	(15, 1)	('Y', 'N')	(1, 15)												Y	8																																																																																																																	False
4	4475	Abernethy1982a	outputs	32853	public	plasma	932	32845	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True	3768.0	Individual2	0.00446					1788.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	931	paracetamol	iv	gram	0.65	constant infusion	0.0	min	solution					individual	3768	Abernethy1982a	Individual2	homo sapiens	16.0	F	16			8.0	32.0	26.0	23.0		1.1	yr			400.0			N	16		8.0	66.0	55.5		48.0		1.9	kilogram				('caucasian', 'african')	(15, 1)	('Y', 'N')	(1, 15)												N	8																																																																																																																	False
5	4905	Mitchell1983	outputs	42263	public	plasma	1290	42255	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True				7.0	control	559.0	0.00486	2468.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	1289	paracetamol	oral	gram	1.5	single dose	0.0	hr	capsule					group	559	Mitchell1983	control	homo sapiens	14.0	F	14	Y	14.0	14.0	34.0		21.0			yr				7.0	558.0													Y	14																N	7																																																																																																																	False
6	4921	Mitchell1983	outputs	42247	public	plasma	1290	42239	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True				7.0	OC	560.0	0.00657	2467.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	1289	paracetamol	oral	gram	1.5	single dose	0.0	hr	capsule					group	560	Mitchell1983	OC	homo sapiens	14.0	F	14	Y	14.0	14.0	34.0		21.0			yr				7.0	558.0													Y	14																Y	7																																																																																																																	False
7	5100	Volak2013	outputs	48217	public	plasma	1506	48209	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True				8.0	all	655.0	0.00449	2916.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	1505	paracetamol	oral	gram	0.325	single dose	0.0	hr	tablet					group	655	Volak2013	all	homo sapiens	8.0	('F', 'M')	(1, 7)	Y	8.0	8.0	52.0		24.0			yr				8.0	None				8.0	93.0			61.0			kilogram				('arab american', 'african american', 'caucasian')	(1, 1, 7)	('Y', 'N')	(1, 7)	8.0	7.0	day											8.0	7.0	day	(8, 8, 8, 8)	('7.00e+00', '7.00e+00', '7.00e+00', '7.00e+00')	('cabbage', 'brussel sprouts', 'caffeine', 'grapefruit juice')	('day', 'day', 'day', 'day')																																																																																																										False
8	5178	Stillings2000	outputs	47379	public	plasma	1486	47371	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	True				16.0	all	648.0		2867.0										0.00354		dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	1485	paracetamol	oral	gram	1.0	single dose	0.0	min	tablet					group	648	Stillings2000	all	homo sapiens	16.0	M	16	Y	16.0	16.0	40.0		18.0			yr				16.0	None				16.0	95.0			55.0			kilogram		Y	16					16.0	14.0	day											16.0	2.0	day	16	2.00e+00	caffeine	day																																									normal	16																																																	16.0	0.5	yr													False
9	5222	Wojcicki1979	outputs	48280	public	plasma	1514	48271	kel	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	paracetamol	1 / minute	False				8.0	males	657.0	0.00387													dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	1513	paracetamol	oral	gram	1.0	single dose	0.0	hr	tablet					group	657	Wojcicki1979	males	homo sapiens	16.0	M	8	Y	16.0	16.0	21.0		19.0			yr				8.0	656.0													Y	16					16.0	56.0	day																																																																																																																											False
